125290,,Purchase,Amruta Trading Company,,,4.00,,,290.00,208.80,,"1,160.00","1,368.80",,,,,0.00,,586/2018-19,
,,,,,,Recd. Store,Project ABC store,,,,,"Purchase of Hammer 04 nos @ Rs.290/-for Conc.Pipe Line Work					  ",,,,,,,,,
148526,,Purchase,Radhe Ply & Hardware,,,4.00,,,160.00,115.20,,640.00,755.20,,,,,0.00,,RP/1040,
,,,,,,Recd. Store,Project ABC store,,,,,Being Amount Paid To Radhe Pla & Hardware Against Purchase Of Hammer Handle 03Nos Use For Hammer.    ,,,,,,,,,
157793,,Purchase,Amruta Trading Company,,,2.00,,,169.50,61.02,,339.00,400.02,,,,,0.00,,642,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Hammer 04 nos for Conc.Pipe Line Wo  ,,,,,,,,,
,,,,,,,,,,811.22,,,,,,,,,,,
,,,,,,,,,,,,,"5,317.97",,,,,,,,
1 sqmm flexible wire,,,,,,,,,,,,,,,,,,,,,
99889,,Purchase,Saibaba Electricals,,,900.00,,Rmt,5.44,881.28,,"4,896.00","5,777.28",,17435,900.00,,0.00,,T/G/3120,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 1 Sqmm wire for site office lighting work,,,,,,,,,
106952,,Purchase,Saibaba Electricals,,,180.00,,Rmt,5.44,176.26,,979.20,"1,155.46",,18754,180.00,,0.00,,1657,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 1 sqmm wire for Store Room Elect. work,,,,,,,,,
,,,,,,,,,,"1,057.54",,,,,,,,,,,
,,,,,,,,,,,,,"6,932.74",,,,,,,,
1.5 sqmm flexible wire,,,,,,,,,,,,,,,,,,,,,
99888,,Purchase,Saibaba Electricals,,,720.00,,Rmt,8.33,"1,079.56",,"5,997.60","7,077.16",,17435,720.00,,0.00,,T/G/3120,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 1.5 Sqmm wire for site office lighting work,,,,,,,,,
,,,,,,,,,,"1,079.56",,,,,,,,,,,
,,,,,,,,,,,,,"7,077.16",,,,,,,,
10 HP Submersible Pump,,,,,,,,,,,,,,,,,,,,,
97638,,Purchase,AMBICA ELECTRICAL CO. & TUBEWELL,,,1.00,,No.,"24,500.00","4,410.00",,"24,500.00","28,910.00",,17281,1.00,,0.00,,32,
,,,,,,Recd. Store,Project ABC store,,,,,10 HP Sub. pump for borewell,,,,,,,,,
,,,,,,,,,,"4,410.00",,,,,,,,,,,
,,,,,,,,,,,,,"28,910.00",,,,,,,,
10 KVAR Capacitor,,,,,,,,,,,,,,,,,,,,,
140840,,Purchase,Saibaba Electricals,,,1.00,,,"1,250.00",225.00,,"1,250.00","1,475.00",,,,,0.00,,2903,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 10 KVAR Capaciter 01 nos for site area lighting work,,,,,,,,,
,,,,,,,,,,225.00,,,,,,,,,,,
,,,,,,,,,,,,,"1,475.00",,,,,,,,
10 way switch board,,,,,,,,,,,,,,,,,,,,,
99886,,Purchase,Saibaba Electricals,,,9.00,,No.,60.00,97.20,,540.00,637.20,,17435,9.00,,0.00,,T/G/3120,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 12 way Switch board for site office lighting work,,,,,,,,,
,,,,,,,,,,97.20,,,,,,,,,,,
,,,,,,,,,,,,,637.20,,,,,,,,
100 W LED Focus light,,,,,,,,,,,,,,,,,,,,,
99764,,Purchase,Saibaba Electricals,,,4.00,,No.,"3,000.00","2,160.00",,"12,000.00","14,160.00",,17436,4.00,,0.00,,T/G/3104,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 100 W LED Focus,,,,,,,,,
103025,,Purchase,Saibaba Electricals,,,6.00,,No.,"3,125.00","2,250.00",,"18,750.00","21,000.00",,18076,6.00,,0.00,,0517,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of LED Focus for site area lighting work,,,,,,,,,
106955,,Purchase,Saibaba Electricals,,,2.00,,No.,"3,160.00",758.40,,"6,320.00","7,078.40",,18754,2.00,,0.00,,1657,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 100W LED Focus for Store Room Elect. work,,,,,,,,,
113271,,Purchase,Saibaba Electricals,,,10.00,,No.,"3,160.71","3,792.86",,"31,607.10","35,399.96",,19713,10.00,,0.00,,3154,
,,,,,,Recd. Store,Project ABC store,,,,,for area lighting work,,,,,,,,,
121045,,Purchase,Saibaba Electricals,,,2.00,,No.,"3,160.00",758.40,,"6,320.00","7,078.40",,20860,2.00,,0.00,,4642,
,,,,,,Recd. Store,Project ABC store,,,,,Electrical Material,,,,,,,,,
153573,,Purchase,Saibaba Electricals,,,20.00,,No.,"2,455.37","5,892.88",,"49,107.30","55,000.18",,26888,20.00,,0.00,,5965,
,,,,,,Recd. Store,Project ABC store,,,,,for Area lighting work,,,,,,,,,
,,,,,,,,,,"15,612.54",,,,,,,,,,,
,,,,,,,,,,,,,"139,716.94",,,,,,,,
1001-01 Kota Flooring,,,,,,,,,,,,,,,,,,,,,
95973,,Purchase,Shreeji Marbels And Granite,,,3.26,,Sq. Mtr.,699.40,410.78,,"2,282.14","2,692.92",,17052,3.26,,0.00,,8,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Kota for site office work,,,,,,,,,
100171,,Purchase,Shreeji Marbels And Granite,,,9.85,,Sq. Mtr.,699.40,"1,240.20",,"6,890.00","8,130.20",,17699,9.87,,0.00,,13,
,,,,,,Recd. Store,Project ABC store,,,,,supply of kota for site office work,,,,,,,,,
100529,,Purchase,Stone World,,,6.14,,Sq. Mtr.,699.40,772.98,,"4,294.32","5,067.30",,17738,6.14,,0.00,,46,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Kota for site office work,,,,,,,,,
,,,,,,,,,,"2,423.96",,,,,,,,,,,
,,,,,,,,,,,,,"15,890.42",,,,,,,,
1006-01 Vitrified Tiles,,,,,,,,,,,,,,,,,,,,,
99768,,Purchase,Stone World,,,252.78,,Sq. Mtr.,360.18,"16,388.34",,"91,046.30","107,434.64",,17580,252.78,,0.00,,43,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 600 x 600 vitirified tiles,,,,,,,,,
100163,,Purchase,Stone World,,,49.25,,Sq. Mtr.,301.28,"2,670.84",,"14,838.04","17,508.88",,17674,50.18,,0.00,,44,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Parking tiles,,,,,,,,,
100530,,Purchase,Stone World,,,11.90,,Sq. Mtr.,360.18,771.18,,"4,284.34","5,055.52",,17738,11.90,,0.00,,46,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Vititrified tiles for site office work,,,,,,,,,
,,,,,,,,,,"19,830.36",,,,,,,,,,,
,,,,,,,,,,,,,"129,999.04",,,,,,,,
1011 Waterproof Powder,,,,,,,,,,,,,,,,,,,,,
116280,,Purchase,KISHAN ENTERPRISE,,,85.00,,,21.19,324.16,,"1,800.84","2,125.00",,,,,0.00,,571,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of Fairplast IPS 01 kg X 85 nos for EQT Intrnal Plaster work,,,,,,,,,
117281,,Purchase,KISHAN ENTERPRISE,,,200.00,,,21.19,762.70,,"4,237.20","4,999.90",,,,,0.00,,617,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of Fairplast IPS 01 kg X 85 nos for EQT Intrnal Plaster work,,,,,,,,,
119316,,Purchase,KISHAN ENTERPRISE,,,97.00,,,21.19,369.98,,"2,055.43","2,425.41",,,,,0.00,,307,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of Fairplast IPS 01 kg/nos for EQT Intrnal Plaster work,,,,,,,,,
119317,,Purchase,KISHAN ENTERPRISE,,,103.00,,,21.19,392.86,,"2,182.57","2,575.43",,,,,0.00,,307,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of Fairplast IPS 01 kg/nos for EQT Intrnal Plaster work,,,,,,,,,
125083,,Purchase,KISHAN ENTERPRISE,,,200.00,,,21.19,762.84,,"4,238.00","5,000.84",,,,,0.00,,750,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of IPS Powder for Plaster work     ,,,,,,,,,
125084,,Purchase,KISHAN ENTERPRISE,,,100.00,,,21.19,381.42,,"2,119.00","2,500.42",,,,,0.00,,750,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of IPS Powder for Plaster work     ,,,,,,,,,
129004,,Purchase,KISHAN ENTERPRISE,,,100.00,,,21.19,381.42,,"2,119.00","2,500.42",,,,,0.00,,476,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of Fairplast IPS 01 kg/nos for PC Intrnal Plaster work,,,,,,,,,
145302,,Purchase,Kishan Construction Chemicals,,,200.00,,,21.19,762.84,,"4,238.00","5,000.84",,,,,0.00,,399,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of Plaster Powder 200 kg for Plaster work,,,,,,,,,
,,,,,,,,,,"4,138.22",,,,,,,,,,,
,,,,,,,,,,,,,"27,128.26",,,,,,,,
1017 Kadappa one side polish,,,,,,,,,,,,,,,,,,,,,
95972,,Purchase,Shreeji Marbels And Granite,,,6.22,,Sq. Mtr.,322.80,361.40,,"2,007.82","2,369.22",,17052,6.22,,0.00,,8,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Kadapa for site office work,,,,,,,,,
,,,,,,,,,,361.40,,,,,,,,,,,
,,,,,,,,,,,,,"2,369.22",,,,,,,,
"1022 Daddo tiles 12"" X8""",,,,,,,,,,,,,,,,,,,,,
99769,,Purchase,Stone World,,,58.82,,Sq. Mtr.,243.74,"2,580.76",,"14,337.52","16,918.28",,17580,58.82,,0.00,,43,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 250 x 375 mm wall tiles,,,,,,,,,
,,,,,,,,,,"2,580.76",,,,,,,,,,,
,,,,,,,,,,,,,"16,918.28",,,,,,,,
1027 Dr. Fixit,,,,,,,,,,,,,,,,,,,,,
108226,,Purchase,Kishan Trading Co.,,,10.00,,,144.07,259.32,,"1,440.70","1,700.02",,,,,0.00,,45,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Faircrete SB (L) for ET joint boanding use,,,,,,,,,
108436,,Purchase,KISHAN ENTERPRISE,,,60.00,,,144.07,"1,555.96",,"8,644.20","10,200.16",,,,,0.00,,134,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Faircrete SB (L) 60 ltr for Joint boanding use ST & ET,,,,,,,,,
113296,,Purchase,KISHAN ENTERPRISE,,,20.00,,,0.85,0.00,,16.95,16.95,,,,,0.00,,230,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Faircrere SBL for Joint Bonding use,,,,,,,,,
113299,,Purchase,KISHAN ENTERPRISE,,,20.00,,,144.07,518.64,,"2,881.34","3,399.98",,,,,0.00,,230,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Faircrate SBL for Joint Bonding use,,,,,,,,,
125081,,Purchase,KISHAN ENTERPRISE,,,19.16,,,144.07,496.86,,"2,760.38","3,257.24",,,,,0.00,,750,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Faircrecte SBL 20 liter for Joint conc. work   ,,,,,,,,,
125082,,Purchase,KISHAN ENTERPRISE,,,0.84,,,144.07,21.78,,121.02,142.80,,,,,0.00,,750,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Faircrecte SBL 20 liter for Joint conc. work   ,,,,,,,,,
133345,,Purchase,Kishan Construction Chemicals,,,20.00,,,144.07,518.66,,"2,881.40","3,400.06",,,,,0.00,,71,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of SBL 20 liter for Joint Bonding work,,,,,,,,,
136883,,Purchase,Kishan Trading Co.,,,20.00,,,144.07,518.66,,"2,881.40","3,400.06",,,,,0.00,,67,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of Faircrate SBL for Joint Bonding use  ,,,,,,,,,
139981,,Purchase,Kishan Construction Chemicals,,,40.00,,,144.07,"1,037.30",,"5,762.80","6,800.10",,,,,0.00,,GOODS/225,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Faircrate SBL for Joint Bonding use,,,,,,,,,
142673,,Purchase,Kishan Construction Chemicals,,,20.00,,,144.07,518.66,,"2,881.40","3,400.06",,,,,0.00,,301,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Faircrate SBL for Joint Bonding use,,,,,,,,,
142674,,Purchase,Kishan Construction Chemicals,,,20.00,,,144.07,518.66,,"2,881.40","3,400.06",,,,,0.00,,301,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Faircrate SBL for Joint Bonding use,,,,,,,,,
144543,,Purchase,Kishan Construction Chemicals,,,40.00,,,144.07,"1,037.30",,"5,762.80","6,800.10",,,,,0.00,,365,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Faircrecte SBL 20 liter for Joint conc. work,,,,,,,,,
147062,,Purchase,Kishan Construction Chemicals,,,40.00,,,144.07,"1,037.30",,"5,762.80","6,800.10",,,,,0.00,,427,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Faircrecte SBL40 liter for Joint conc. work,,,,,,,,,
148408,,Purchase,Kishan Construction Chemicals,,,40.00,,,144.07,"1,037.30",,"5,762.80","6,800.10",,,,,0.00,,473,
,,,,,,Recd. Store,Project ABC store,,,,,Against purchase of SBL 40 liter for joint conc. work,,,,,,,,,
151724,,Purchase,Kishan Construction Chemicals,,,40.00,,,144.07,"1,037.30",,"5,762.80","6,800.10",,,,,0.00,,600,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Faircrecte SBL40 liter for Joint conc. work,,,,,,,,,
156724,,Purchase,Kishan Construction Chemicals,,,40.00,,,144.07,"1,037.30",,"5,762.80","6,800.10",,,,,0.00,,787,
,,,,,,Recd. Store,Project ABC store,,,,,Agsint purchase of SBL 40 liter for conc. joint work,,,,,,,,,
,,,,,,,,,,"11,151.00",,,,,,,,,,,
,,,,,,,,,,,,,"73,117.99",,,,,,,,
1031 Anti skid tiles,,,,,,,,,,,,,,,,,,,,,
99770,,Purchase,Stone World,,,19.80,,Sq. Mtr.,241.64,861.22,,"4,784.47","5,645.69",,17580,20.35,,0.00,,43,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 300 x 300 mm floor tiles,,,,,,,,,
,,,,,,,,,,861.22,,,,,,,,,,,
,,,,,,,,,,,,,"5,645.69",,,,,,,,
1043 m3/hr 12.5 m head Sub. pump,,,,,,,,,,,,,,,,,,,,,
132433,,Purchase,Kishor Pump Pvt. Ltd.,,,4.00,,No.,"288,309.00","207,582.48",,"1,153,236.00","1,360,818.48",,21211,4.00,,"19,459.70",,1920,
,,,,,,Recd. Store,Project ABC store,,,,,for EQT,,,,,,,,,
,,,,,,,,,,"207,582.48",,,,,,,,,,,
,,,,,,,,,,,,,"1,360,818.48",,,,,,,,
11 m3/hr 10 m head Screw pump,,,,,,,,,,,,,,,,,,,,,
142804,,Purchase,Roto Pumps Ltd.,,,4.00,,No.,"95,000.00","68,400.00",,"380,000.00","448,400.00",,21952,4.00,,0.00,,01198,
,,,,,,Recd. Store,Project ABC store,,,,,for Tender Item,,,,,,,,,
,,,,,,,,,,"68,400.00",,,,,,,,,,,
,,,,,,,,,,,,,"448,400.00",,,,,,,,
12 way switch board,,,,,,,,,,,,,,,,,,,,,
106959,,Purchase,Saibaba Electricals,,,1.00,,No.,77.00,13.86,,77.00,90.86,,18754,1.00,,0.00,,1657,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of 12 way switch board for Store Room Elect. work,,,,,,,,,
,,,,,,,,,,13.86,,,,,,,,,,,
,,,,,,,,,,,,,90.86,,,,,,,,
"12"" x 12"" Wash basin",,,,,,,,,,,,,,,,,,,,,
101082,,Purchase,Stone World,,,1.00,,No.,255.00,45.90,,255.00,300.90,,17840,1.00,,0.00,,49,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Wash Besin for site office plumbing work,,,,,,,,,
102681,,Purchase,Krishna Ceramic,,,7.00,,,237.29,298.98,,"1,661.02","1,960.00",,,,,0.00,,20,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Wash Besin 07 nos,,,,,,,,,
,,,,,,,,,,344.88,,,,,,,,,,,
,,,,,,,,,,,,,"2,260.90",,,,,,,,
12.5 HP Pump Control panel,,,,,,,,,,,,,,,,,,,,,
147536,,Purchase,Varahi Hydro Engineers,,,1.00,,No.,"11,000.00","1,980.00",,"11,000.00","12,980.00",,25682,1.00,,0.00,,174,
,,,,,,Recd. Store,Project ABC store,,,,,for pump use,,,,,,,,,
,,,,,,,,,,"1,980.00",,,,,,,,,,,
,,,,,,,,,,,,,"12,980.00",,,,,,,,
12.5 mm GI Bend,,,,,,,,,,,,,,,,,,,,,
125384,,Purchase,Amruta Trading Company,,,3.00,,,40.00,21.60,,120.00,141.60,,,,,0.00,,634,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of GI Bend 1/2' = 03 nos for curing motor use,,,,,,,,,
,,,,,,,,,,21.60,,,,,,,,,,,
,,,,,,,,,,,,,141.60,,,,,,,,
"1209-06 J Hooks,Nut bolt & Washer",,,,,,,,,,,,,,,,,,,,,
97618,,Purchase,Harsha Machine Tools Co.,,,775.00,,,5.08,708.66,,"3,937.00","4,645.66",,,,,0.00,,T-1131,
,,,,,,Recd. Store,Project ABC store,,,,,"Purchase of 6"" U Hook with Nut, GI & Damber Washer for Site office AC fixing work",,,,,,,,,
122630,,Purchase,Yamunaji Traders,,,200.00,,,4.28,153.90,,855.00,"1,008.90",,,,,0.00,,T-5681,
,,,,,,Recd. Store,Project ABC store,,,,,"Purchase of 2"" U Hook with Nut, GI Washer & Damber Washer for Cement Godown",,,,,,,,,
,,,,,,,,,,862.56,,,,,,,,,,,
,,,,,,,,,,,,,"5,654.56",,,,,,,,
1209-08 Diesel,,,,,,,,,,,,,,,,,,,,,
96798,,Purchase,Shree Khodiyar Petroleum,,,10.00,,,68.89,0.00,,688.90,688.90,,,,,0.00,,74,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for site machinery,,,,,,,,,
96799,,Purchase,Shree Khodiyar Petroleum,,,10.00,,,1.00,0.00,,10.00,10.00,,,,,0.00,,192,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for site machinery,,,,,,,,,
96800,,Purchase,Shree Khodiyar Petroleum,,,10.00,,,68.90,0.00,,689.00,689.00,,,,,0.00,,129,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for site machinery,,,,,,,,,
96803,,Purchase,Shree Khodiyar Petroleum,,,10.00,,,68.89,0.00,,688.90,688.90,,,,,0.00,,192,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Petrol for Vehicle No KA 17 EM 6225,,,,,,,,,
97146,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,68.80,0.00,,"1,376.00","1,376.00",,,,,0.00,,212,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for Tower Crane DG set,,,,,,,,,
97396,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,68.87,0.00,,"1,377.40","1,377.40",,,,,0.00,,5486,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for DG Set,,,,,,,,,
97405,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,68.22,0.00,,"1,364.40","1,364.40",,,,,0.00,,127,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for Site Machinery,,,,,,,,,
98192,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,67.70,0.00,,"1,354.00","1,354.00",,,,,0.00,,115,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for DG set,,,,,,,,,
98193,,Purchase,Shree Khodiyar Petroleum,,,45.00,,,67.21,0.00,,"3,024.45","3,024.45",,,,,0.00,,95,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for DG set,,,,,,,,,
98194,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,67.08,0.00,,"1,341.60","1,341.60",,,,,0.00,,185,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for DG set,,,,,,,,,
98195,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,66.92,0.00,,"1,338.40","1,338.40",,,,,0.00,,275,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for DG set,,,,,,,,,
98196,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,66.82,0.00,,"1,336.40","1,336.40",,,,,0.00,,77,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel for DG set,,,,,,,,,
98637,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,66.73,0.00,,"1,334.60","1,334.60",,,,,0.00,,260,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel  for Site Machinery,,,,,,,,,
98638,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,66.76,0.00,,"1,335.20","1,335.20",,,,,0.00,,203,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel  for Site Machinery,,,,,,,,,
98639,,Purchase,Shree Khodiyar Petroleum,,,20.00,,,66.74,0.00,,"1,334.80","1,334.80",,,,,0.00,,225,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Diesel  for Site Machinery,,,,,,,,,
100146,,Purchase,Aayushi Petroleum,,,25.00,,,66.80,0.00,,"1,670.00","1,670.00",,,,,0.00,,9480,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diese Qty 25 Ltr @ 66.80 Per Ltr Use For Site GJ 01 HU-6047,,,,,,,,,
100148,,Purchase,Aayushi Petroleum,,,20.05,,,66.83,0.00,,"1,339.94","1,339.94",,,,,0.00,,9485,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diese Qty 20.05 Ltr @ 66.83 Per Ltr Use For Site DG Set,,,,,,,,,
100149,,Purchase,Aayushi Petroleum,,,20.00,,,67.52,0.00,,"1,350.40","1,350.40",,,,,0.00,,9700,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diese Qty 20.00 Ltr @ 67.52 Per Ltr Use For Site DG Set,,,,,,,,,
100150,,Purchase,Aayushi Petroleum,,,20.00,,,67.60,0.00,,"1,352.00","1,352.00",,,,,0.00,,9777,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diese Qty 20.00 Ltr @ 67.60 Per Ltr Use For Site DG Set,,,,,,,,,
100151,,Purchase,Aayushi Petroleum,,,25.00,,,67.60,0.00,,"1,690.00","1,690.00",,,,,0.00,,9799,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diese Qty 25 Ltr @ 67.60 Per Ltr Use For Site GJ 01 HU-6047   ,,,,,,,,,
100321,,Purchase,Aayushi Petroleum,,,100.00,,,67.50,0.00,,"6,750.00","6,750.00",,,,,0.00,,3179,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Qty 100 Ltr @ 67.50 per ltr use for site DG Set & Site Veh,,,,,,,,,
100323,,Purchase,Aayushi Petroleum,,,20.00,,,67.50,0.00,,"1,350.00","1,350.00",,,,,0.00,,3180,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Qty 20 Ltr @ 67.50 per ltr use for site Vehicle No  GJ 01 HU-6047,,,,,,,,,
100325,,Purchase,Aayushi Petroleum,,,20.00,,,67.50,0.00,,"1,350.00","1,350.00",,,,,0.00,,10311,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Qty 20 Ltr @ 67.50 per ltr use for site DG Set,,,,,,,,,
100326,,Purchase,Aayushi Petroleum,,,20.00,,,67.51,0.00,,"1,350.20","1,350.20",,,,,0.00,,C0020,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Qty 20 Ltr @ 67.51 per ltr use for site DG Set,,,,,,,,,
100818,,Purchase,INDIAN OIL CORPORATION LTD,,,20.02,,,67.43,0.00,,"1,349.95","1,349.95",,,,,0.00,,10256,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Use For DG Set,,,,,,,,,
100820,,Purchase,INDIAN OIL CORPORATION LTD,,,20.04,,,67.36,0.00,,"1,349.89","1,349.89",,,,,0.00,,10291,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Use For DG Set,,,,,,,,,
100824,,Purchase,INDIAN OIL CORPORATION LTD,,,20.00,,,67.29,0.00,,"1,345.80","1,345.80",,,,,0.00,,C0449,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Use For DG Set,,,,,,,,,
100829,,Purchase,INDIAN OIL CORPORATION LTD,,,20.00,,,67.27,0.00,,"1,345.40","1,345.40",,,,,0.00,,C1564,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase Of Diesel Use For DG Set,,,,,,,,,
